Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
retry_time,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

For External BGP neighbor. When retries are necessary, the delay in seconds between retries.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

For External BGP neighbor. When retries are necessary, the delay in seconds between retries. Not supported reason: not supported in NGPF

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
hold_time,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Configures the hold time for BGP sessions for this Neighbor. Keepalives are sent out every one-third of this interval. If the default value is 90, KeepAlive messages are sent every 30 seconds.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Configures the hold time for BGP sessions for this Neighbor. Keepalives are sent out every one-third of this interval. If the default value is 90, KeepAlive messages are sent every 30 seconds.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
neighbor_type,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Sets the BGP neighbor type.

Valid options are:

internal
 

iBGP

external
 

eBGP

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Sets the BGP neighbor type.

Valid options are:

internal
 

iBGP

external
 

eBGP

DEFAULT
 None",opt,"internal,external","IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
graceful_restart_enable,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Will enable graceful restart (HA) on the BGP4 neighbor.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Will enable graceful restart (HA) on the BGP4 neighbor.

DEFAULT
 

0",bool,"0,1","IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
restart_time,"Supported platforms  Details
RANGE 0 - 10000000
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If -graceful_restart_enable is set, sets the amount of time following a restart operation allowed to re-establish a BGP session, in seconds.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If -graceful_restart_enable is set, sets the amount of time following a restart operation allowed to re-establish a BGP session, in seconds.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'graceful_restart_enable' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
stale_time,"Supported platforms  Details
RANGE 0 - 10000000
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If -graceful_restart_enable is set, sets the amount of time after which an End-Of-RIB marker is sent in an Update message to the peer to allow time for routing convergence via IGP and BGP selection, in seconds. Stale routing information for that address family is then deleted by the receiving peer.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If -graceful_restart_enable is set, sets the amount of time after which an End-Of-RIB marker is sent in an Update message to the peer to allow time for routing convergence via IGP and BGP selection, in seconds. Stale routing information for that address family is then deleted by the receiving peer.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'graceful_restart_enable' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
tcp_window_size,"Supported platforms  Details
RANGE 0 - 10000000
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

For External BGP neighbor only. The TCP window used for communications from the neighbor.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

For External BGP neighbor only. The TCP window used for communications from the neighbor.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
retries,"Supported platforms  Details
RANGE 0 - 10000000
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

For External BGP neighbor. The number of times to attempt an OPEN connection with the DUT routers before giving up.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

For External BGP neighbor. The number of times to attempt an OPEN connection with the DUT routers before giving up. Not supported reason: not supported in NGPF

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_router_id_enable,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Enables the BGP4 local router id option.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables the BGP4 local router id option.

DEFAULT
 

0",bool,"0,1","IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
netmask,"Supported platforms  Details
RANGE 1 - 128
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Mask of the IP address for the interface configuration.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Mask of the IP address for the interface configuration.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
mac_address_start,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Initial MAC address of the interfaces created for the BGP4 neighbor.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Initial MAC address of the interfaces created for the BGP4 neighbor.

DEFAULT
 None",MAC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
mac_address_step,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

The incrementing step for thr MAC address of the dirrectly connected interfaces created for the BGP4 neighbor.This option is valid only when IxTclNetwork API is used.

DEFAULT
 

0000.0000.0001

IxNetwork-NGPF
 

DESCRIPTION
 

The incrementing step for thr MAC address of the dirrectly connected interfaces created for the BGP4 neighbor. This option is valid only when IxTclNetwork API is used.

DEFAULT
 

0000.0000.0001",MAC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_mdt_nlri,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If checked, this BGP/BGP+ router/peer supports IPv4 MDT address family messages.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If checked, this BGP/BGP+ router/peer supports IPv4 MDT address family messages.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_capability_mdt_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If checked, this BGP/BGP+ router/peer supports IPv4 MDT address family messages.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_unicast_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv4 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_capability_unicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_filter_unicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_multicast_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv4 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_capability_multicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_filter_multicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_mpls_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv4 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_capability_mpls_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_filter_mpls_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv4 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_capability_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_filter_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv4 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_unicast_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv6 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_capability_unicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_filter_unicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 Unicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_multicast_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv6 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_capability_multicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_filter_multicast_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 Multicast is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_mpls_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv6 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_capability_mpls_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_filter_mpls_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 MPLS is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If used, support for IPv6 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_capability_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_filter_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

If used, support for IPv6 MPLS VPN is advertised in the Capabilities Optional Parameter / Multiprotocol Extensions parameter in the OPEN message and in addition, for IxTclNetwork, also sets the filters for the respective learned routes.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
capability_route_refresh,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Route Refresh

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
capability_route_constraint,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Route Constraint

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_loopback_ip_addr,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4_mpls_vpn_nlri' | value= '' |",IP,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_loopback_ip_prefix_length,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Prefix length for local_loopback_ip_addr.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Prefix length for local_loopback_ip_addr.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_loopback_ip_addr_step,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4_mpls_vpn_nlri' | value= '' |",IP,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
remote_loopback_ip_addr,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.This parameter is mandatory when -mode is create, and parameter -neighbor_type is internal and and ipv4_mpls_nlri, ipv6_mpls_nlri, ipv4_mpls_vpn_nlri, and ipv6_mpls_vpn_nlri are enabled.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used. This parameter is mandatory when -mode is create, and parameter -neighbor_type is internal and and ipv4_mpls_nlri, ipv6_mpls_nlri, ipv4_mpls_vpn_nlri, and ipv6_mpls_vpn_nlri are enabled.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4_mpls_vpn_nlri' | value= '' |",IP,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
remote_loopback_ip_addr_step,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Required when the -ipv4_mpls_vpn_nlri option is used.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4_mpls_vpn_nlri' | value= '' |",IP,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ttl_value,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

This attribute represents the limited number of iterations that a unit of data can experience before the data is discarded.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

This attribute represents the limited number of iterations that a unit of data can experience before the data is discarded.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
updates_per_iteration,"Supported platforms  Details
RANGE 0 - 10000000
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

When the protocol server operates on older ports that do not possess a local processor, this tuning parameter controls how many UPDATE messages are sent at a time. When many routers are being simulated on such a port, changing this value may help to increase or decrease performance.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

When the protocol server operates on older ports that do not possess a local processor, this tuning parameter controls how many UPDATE messages are sent at a time. When many routers are being simulated on such a port, changing this value may help to increase or decrease performance.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
bfd_registration,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Enable or disable BFD registration.

DEFAULT
 

0

IxNetwork-NGPF
 

DESCRIPTION
 

Enable or disable BFD registration.

DEFAULT
 

0",bool,"0,1","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
bfd_registration_mode,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Set BFD registration mode to single hop or multi hop.

DEFAULT
 

multi_hop

IxNetwork-NGPF
 

DESCRIPTION
 

Set BFD registration mode to single hop or multi hop.

Valid options are:

single_hop
 

multi_hop
 

DEFAULT
 

multi_hop",opt,"single_hop,multi_hop","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
override_existence_check,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If this option is enabled, the interface existence check is skipped but the list of interfaces is still created and maintained in order to keep track of existing interfaces if required. Using this option will speed up the interfaces' creation.

DEFAULT
 

0

IxNetwork-NGPF
 

DESCRIPTION
 

If this option is enabled, the interface existence check is skipped but the list of interfaces is still created and maintained in order to keep track of existing interfaces if required. Using this option will speed up the interfaces' creation.

DEFAULT
 

0",bool,"0,1","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
override_tracking,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If this option is enabled, the list of interfaces won't be created and maintained anymore, thus, speeding up the interfaces' creation even more. Also, it will enable -override_existence_check in case it wasn't already enabled because checking for interface existence becomes impossible if the the list of interfaces doesn't exist anymore.

DEFAULT
 

0

IxNetwork-NGPF
 

DESCRIPTION
 

If this option is enabled, the list of interfaces won?t be created and maintained anymore, thus, speeding up the interfaces' creation even more. Also, it will enable -override_existence_check in case it wasn?t already enabled because checking for interface existence becomes impossible if the the list of interfaces doesn?t exist anymore.

DEFAULT
 

0",bool,"0,1","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
no_write,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If this option is present, the configuration is not written to the hardware. This option can be used to queue up multiple configurations before writing to the hardware.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If this option is present, the configuration is not written to the hardware. This option can be used to queue up multiple configurations before writing to the hardware.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vpls,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

This BGP/BGP+ router/peer supports BGP/BGP+ VPLS per the Kompella draft. This will enable the L2 Sites. If present, means VPLS capabilities are enabled.

Valid options are:

0
 

disabled

1
 

enabled

DEFAULT
 

0

IxNetwork-NGPF
 

DESCRIPTION
 

(deprecated) This BGP/BGP+ router/peer supports BGP/BGP+ VPLS per the Kompella draft. This will enable the L2 Sites. If present, means VPLS capabilities are enabled. Valid choices are: 0 - disabled 1 - enabled

Valid options are:

0
 

1
 

disabled
 

vpn
 

no_vpn
 

DEFAULT
 

0",opt,"0,1,disabled,vpn,no_vpn","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
